"Name","Arm","Week12 N","Week12 fold change (log2, Mean [SE])","Week24 N","Week24 fold change (log2, Mean [SE]) ","KW Test P value","Week12 vs Week0 Dunn's Test P value","Week24 vs Week0 Dunn's Test P value"
"Pimelic acid","SP",149,"-0.1 (0.09)",147,"-0.2 (0.1)",0.800845211780545,0.889463093365876,0.525967853358601
"Pyrrole-2-carboxylic acid","CG32",223,"0.05 (0.1)",216,"0.11 (0.12)",0.743748563853279,0.567826010513528,0.862151995463402
"Pyrrole-2-carboxylic acid","CG48",233,"-0.08 (0.09)",214,"-0.08 (0.11)",0.202956052899807,0.0826608416375559,0.222957069041413
"Pyrrole-2-carboxylic acid","PB",112,"-0.09 (0.19)",92,"0.01 (0.19)",0.68026447993293,0.402352724003916,0.866047184644203
"Pyrrole-2-carboxylic acid","SP",149,"-0.11 (0.13)",147,"-0.08 (0.13)",0.72044888477142,0.418073280091504,0.689918599279099
"Rhamnose","CG32",223,"0.1 (0.11)",216,"0.09 (0.12)",0.941229338452301,0.730746767844953,0.831732011826394
"Rhamnose","CG48",233,"-0.11 (0.09)",214,"0.04 (0.1)",0.654005282826317,0.59511146805737,0.692560206203635
"Rhamnose","PB",112,"0.06 (0.16)",92,"-0.07 (0.2)",0.868206834909969,0.792378685680122,0.595043509110386
"Rhamnose","SP",149,"-0.05 (0.12)",147,"0.02 (0.14)",0.575621219604856,0.86938418871711,0.326313743802644
"Sebacic acid","CG32",223,"0.02 (0.02)",216,"-0.02 (0.03)",0.488353404750565,0.315028421942991,0.934732739424461
"Sebacic acid","CG48",233,"-0.05 (0.03)",214,"-0.01 (0.03)",0.395313346554335,0.280837249071712,0.844251035746066
"Sebacic acid","PB",112,"-0.01 (0.03)",92,"-0.05 (0.04)",0.72247248990051,0.878160156076502,0.533741061758091
"Sebacic acid","SP",149,"-0.06 (0.05)",147,"-0.08 (0.04)",0.838598252424484,0.969381647877897,0.621384538632138
"Stearic acid","CG32",223,"-0.07 (0.04)",216,"-0.02 (0.05)",0.752375215460315,0.461679183055432,0.616097044767421
"Stearic acid","CG48",233,"0.04 (0.04)",214,"0.03 (0.05)",0.922714253020881,0.688364114442072,0.8461098599224
"Stearic acid","PB",112,"-0.07 (0.06)",92,"-0.06 (0.08)",0.696235897211703,0.908441298966359,0.426195341404367
"Stearic acid","SP",149,"0.02 (0.05)",147,"0 (0.06)",0.909468093375415,0.957213911663954,0.727962560691647
"Taurodeoxycholic acid","CG32",223,"0.2 (0.08)",216,"0.21 (0.09)",0.0712036817987306,0.073751928362843,0.0331086595515818
"Taurodeoxycholic acid","CG48",233,"0.17 (0.08)",214,"0.24 (0.09)",0.0335657524223338,0.0520389248797304,0.0136673802986465
"Taurodeoxycholic acid","PB",112,"0.29 (0.11)",92,"0.08 (0.1)",0.306545005848923,0.166143258604259,0.941330934405323
"Taurodeoxycholic acid","SP",149,"-0.01 (0.1)",147,"-0.06 (0.11)",0.911990659307676,0.936155308929693,0.744861598049158
"Trehalose","CG32",223,"0 (0.01)",216,"0 (0.01)",0.464662742409585,0.221450995635863,0.672386257068799
"Trehalose","CG48",233,"-0.01 (0.01)",214,"-0.01 (0.01)",0.73086885612434,0.432717705261172,0.632360495041516
"Trehalose","PB",112,"-0.02 (0.01)",92,"-0.01 (0.01)",0.536272331136171,0.279264597430836,0.44832546064532
"Trehalose","SP",149,"-0.02 (0.01)",147,"-0.04 (0.01)",0.156902621763368,0.105707542357789,0.0870861571200468
"Tridecanoic acid","CG32",223,"-0.06 (0.05)",216,"-0.02 (0.05)",0.259550886225203,0.104699611748917,0.572762718104471
"Tridecanoic acid","CG48",233,"-0.09 (0.04)",214,"-0.1 (0.04)",0.100652323919278,0.0681374005033324,0.0608144333989492
"Tridecanoic acid","PB",112,"-0.06 (0.05)",92,"0.08 (0.05)",0.0600123153751138,0.353739504682021,0.140126429195877
"Tridecanoic acid","SP",149,"0 (0.07)",147,"-0.02 (0.07)",0.999392133844321,0.998607915672643,0.976618587887161
"Formic acid [NMR Small]","CG32",212,"-0.18 (0.05)",201,"-0.2 (0.05)",0.0231726381513614,0.0234309203951101,0.0141912471618816
"Formic acid [NMR Small]","CG48",217,"-0.11 (0.04)",200,"-0.24 (0.05)",0.00246322360580856,0.134606355082054,0.000541180353772411
"Formic acid [NMR Small]","PB",107,"-0.25 (0.07)",84,"-0.23 (0.08)",0.142112862457165,0.0520025178282951,0.216430887185287
"Formic acid [NMR Small]","SP",135,"-0.11 (0.06)",133,"-0.24 (0.06)",0.00454302372300693,0.220161875737086,0.00113518764805744
"L-Histidine [NMR Small]","CG32",212,"0.02 (0.01)",201,"0.02 (0.01)",0.134875748884827,0.0935238301922767,0.0768476166796345
"L-Histidine [NMR Small]","CG48",217,"0.04 (0.01)",200,"0.04 (0.01)",0.00076849818601571,0.00109857088018065,0.00109763881276896
"L-Histidine [NMR Small]","PB",107,"0 (0.01)",84,"-0.02 (0.02)",0.192233549045715,0.719856382836974,0.16263425839155
"L-Histidine [NMR Small]","SP",135,"0.02 (0.01)",133,"0.01 (0.02)",0.264110023351643,0.15331289156481,0.163671648434768
"Phenylalanine","CG32",212,"-0.01 (0.01)",201,"-0.02 (0.01)",0.599298933365156,0.621523084907717,0.311576781662393
"Phenylalanine","CG48",217,"0 (0.01)",200,"0 (0.01)",0.938046772544488,0.790726218829133,0.935692806629075
"Phenylalanine","PB",107,"0.01 (0.02)",84,"-0.01 (0.02)",0.672525514309958,0.530222963179475,0.796382673768238
"Phenylalanine","SP",135,"0 (0.01)",133,"0 (0.02)",0.945247607071864,0.747122846337936,0.810054144245784
"L-Tyrosine [NMR Small]","CG32",212,"-0.03 (0.01)",201,"-0.02 (0.01)",0.58211526710645,0.315132850544027,0.4691423117294
"L-Tyrosine [NMR Small]","CG48",217,"-0.02 (0.01)",200,"-0.01 (0.01)",0.764412367084852,0.545263603055033,0.945710318875103
"L-Tyrosine [NMR Small]","PB",107,"0 (0.02)",84,"-0.02 (0.02)",0.936402067474678,0.805855987072883,0.906259567964934
"L-Tyrosine [NMR Small]","SP",135,"0.02 (0.01)",133,"0 (0.02)",0.312418661850644,0.161700513395547,0.869160334923402
"Unsaturated fatty acids","CG32",212,"-0.06 (0.03)",201,"-0.03 (0.03)",0.386853952339042,0.170862460738861,0.59689822169984
"Unsaturated fatty acids","CG48",217,"-0.09 (0.03)",200,"-0.08 (0.03)",0.342207903874067,0.143117240863444,0.489774919175944
"Unsaturated fatty acids","PB",107,"0.03 (0.04)",84,"-0.03 (0.05)",0.541705371298694,0.760650108144483,0.428311388223545
"Unsaturated fatty acids","SP",135,"-0.1 (0.04)",133,"-0.04 (0.04)",0.812212669001404,0.525718905892508,0.830847656014487
"D-Glucose [NMR Small]","CG32",212,"-0.22 (0.02)",201,"-0.19 (0.02)",3.51906329937953e-17,2.29319999759837e-15,2.65567746802525e-12
"D-Glucose [NMR Small]","CG48",217,"-0.28 (0.02)",200,"-0.26 (0.02)",9.0911567831851e-25,4.91490913340288e-21,3.78761787644238e-18
"D-Glucose [NMR Small]","PB",107,"-0.04 (0.03)",84,"-0.05 (0.03)",0.67809269013705,0.414537615763959,0.495864301972397
"D-Glucose [NMR Small]","SP",135,"-0.19 (0.02)",133,"-0.17 (0.03)",1.27578537742626e-06,2.64307445225377e-06,1.84219872273781e-05
"Triglycerides [NMR Small]","CG32",212,"-0.11 (0.04)",201,"-0.08 (0.04)",0.0429181721277843,0.0150052627276415,0.0854404055715446
"Triglycerides [NMR Small]","CG48",217,"-0.21 (0.04)",200,"-0.19 (0.04)",0.00273133091785056,0.000946236857134611,0.0153500820957584
"Triglycerides [NMR Small]","PB",107,"0.06 (0.05)",84,"-0.03 (0.06)",0.458087887752428,0.537553555532968,0.506959965142533
"Triglycerides [NMR Small]","SP",135,"-0.16 (0.05)",133,"-0.1 (0.06)",0.439921891079308,0.205725920480997,0.422467051465053
"L-Lactic acid [NMR Small]","CG32",212,"-0.13 (0.03)",201,"-0.13 (0.03)",0.000252686887372451,0.000904571554419344,0.000241762265435736
"L-Lactic acid [NMR Small]","CG48",217,"-0.14 (0.03)",200,"-0.17 (0.03)",5.03032410587578e-06,0.000111230296814463,4.96328441696057e-06
"L-Lactic acid [NMR Small]","PB",107,"0.03 (0.04)",84,"0.1 (0.04)",0.196392443235464,0.6153359208724,0.0778056699772593
"L-Lactic acid [NMR Small]","SP",135,"-0.07 (0.03)",133,"-0.07 (0.04)",0.336588109995895,0.161769409196937,0.27133428739607
"Creatine [NMR Small]","CG32",212,"-0.14 (0.02)",201,"-0.13 (0.02)",3.43430015314501e-08,2.23938836456039e-07,8.80311858376407e-07
"Creatine [NMR Small]","CG48",217,"-0.1 (0.02)",200,"-0.16 (0.02)",1.97051415489779e-10,6.99360263265322e-07,2.50336212138813e-10
"Creatine [NMR Small]","PB",107,"-0.11 (0.03)",84,"-0.12 (0.03)",0.0295280622111472,0.0178060896108543,0.0294219509418348
"Creatine [NMR Small]","SP",135,"-0.1 (0.02)",133,"-0.13 (0.02)",7.1929053852914e-06,0.000265998488082299,4.12312124802092e-06
"Glycine [NMR Small]","CG32",212,"-0.01 (0.01)",201,"0.02 (0.02)",0.138048927599409,0.565795278295178,0.165315484644311
"Glycine [NMR Small]","CG48",217,"0.03 (0.01)",200,"0.06 (0.01)",0.00918243240632423,0.0204650863592036,0.00402731617964226
"Glycine [NMR Small]","PB",107,"0 (0.02)",84,"-0.01 (0.02)",0.990987496213111,0.906462610219258,0.909618976889207
"Glycine [NMR Small]","SP",135,"-0.02 (0.01)",133,"-0.02 (0.02)",0.424833851248007,0.542034511420581,0.190949623955996
"C=CCH2C=C [NMR Small]","CG32",212,"-0.07 (0.02)",201,"-0.04 (0.03)",0.112131051912933,0.0364447547068039,0.309527226917097
"C=CCH2C=C [NMR Small]","CG48",217,"-0.08 (0.02)",200,"-0.05 (0.02)",0.192897067981651,0.0719318805456797,0.500801676590587
"C=CCH2C=C [NMR Small]","PB",107,"0.01 (0.03)",84,"-0.04 (0.03)",0.433370827614892,0.866465687530383,0.226974707036048
"C=CCH2C=C [NMR Small]","SP",135,"-0.07 (0.03)",133,"-0.03 (0.03)",0.750739961667896,0.463325061533938,0.842266917450243
"Citric acid [Small]","CG32",212,"-0.03 (0.01)",201,"-0.02 (0.01)",0.164134706084905,0.0573007162454359,0.364223048220349
"Citric acid [Small]","CG48",217,"-0.03 (0.01)",200,"0.01 (0.01)",0.0289025775683063,0.032668873594009,0.725404536033916
"Citric acid [Small]","PB",107,"-0.02 (0.01)",84,"-0.04 (0.01)",0.070882336284176,0.244020504014306,0.021489904215876
"Citric acid [Small]","SP",135,"-0.02 (0.01)",133,"-0.03 (0.01)",0.440024407800695,0.334899449258894,0.226138843026337
"L-Glutamine [NMR Small]","CG32",212,"0.09 (0.01)",201,"0.09 (0.01)",1.4198995934988e-07,1.04411774344254e-05,2.20561293644986e-07
"L-Glutamine [NMR Small]","CG48",217,"0.12 (0.01)",200,"0.13 (0.01)",4.61909914189638e-15,1.112728363936e-10,9.2233187375133e-14
"L-Glutamine [NMR Small]","PB",107,"0.02 (0.02)",84,"-0.02 (0.02)",0.229440867523437,0.582504369938957,0.242314917174048
"L-Glutamine [NMR Small]","SP",135,"0.04 (0.01)",133,"0.02 (0.02)",0.192218799161874,0.0996815920218779,0.882057405748014
"Pyruvic acid [NMR Small]","CG32",212,"-0.05 (0.02)",201,"-0.05 (0.02)",0.0757214385180192,0.0693542399583133,0.0380109822408254
"Pyruvic acid [NMR Small]","CG48",217,"-0.05 (0.02)",200,"-0.03 (0.02)",0.216983816658384,0.0806910462724208,0.362893330225676
"Pyruvic acid [NMR Small]","PB",107,"0.03 (0.03)",84,"0.08 (0.03)",0.126060902059989,0.514916762759886,0.044845864436535
"Pyruvic acid [NMR Small]","SP",135,"-0.01 (0.02)",133,"0 (0.03)",0.808125864469948,0.941643015630098,0.548572038608466
"L-Glutamic acid [NMR Small]","CG32",212,"-0.09 (0.01)",201,"-0.08 (0.02)",0.00047701663935019,0.000874646299394927,0.000647005526278819
"L-Glutamic acid [NMR Small]","CG48",217,"-0.12 (0.01)",200,"-0.1 (0.02)",1.369826814048e-06,9.92288744613982e-07,9.40175287973431e-05
"L-Glutamic acid [NMR Small]","PB",107,"0 (0.02)",84,"0.01 (0.03)",0.899485747151877,0.652850161434394,0.764478346411771
"L-Glutamic acid [NMR Small]","SP",135,"-0.03 (0.02)",133,"-0.04 (0.02)",0.675312041809277,0.520169119595673,0.39648281945472
"Acetoacetic acid [NMR Small]","CG32",212,"-0.09 (0.02)",201,"-0.07 (0.02)",0.0065933081015453,0.00199503118031607,0.0347337596239337
"Acetoacetic acid [NMR Small]","CG48",217,"-0.13 (0.02)",200,"-0.1 (0.02)",2.8033160498163e-07,6.44967959801975e-08,0.000504445957759447
"Acetoacetic acid [NMR Small]","PB",107,"-0.07 (0.03)",84,"-0.08 (0.04)",0.0323472163873988,0.0338404612571972,0.0182886692830804
"Acetoacetic acid [NMR Small]","SP",135,"-0.07 (0.02)",133,"-0.04 (0.03)",0.0926270098965169,0.0294459982001045,0.33506779464238
"CH2COO [NMR Small]","CG32",212,"-0.15 (0.03)",201,"-0.1 (0.04)",0.0301778425709037,0.00878446141550168,0.111179596196952
"CH2COO [NMR Small]","CG48",217,"-0.23 (0.03)",200,"-0.21 (0.04)",0.000968737181187359,0.000347828744320586,0.00809375694113899
"CH2COO [NMR Small]","PB",107,"0 (0.04)",84,"-0.07 (0.05)",0.427113839661297,0.716739464617317,0.202353285271537
"CH2COO [NMR Small]","SP",135,"-0.15 (0.04)",133,"-0.1 (0.05)",0.451262978923451,0.262530303832546,0.290011220168228
"N-acetylated glycoproteins","CG32",212,"-0.09 (0.01)",201,"-0.07 (0.02)",0.00283867639760471,0.00084069619047648,0.0222595981771666
"N-acetylated glycoproteins","CG48",217,"-0.13 (0.02)",200,"-0.12 (0.02)",7.13387568069524e-05,5.75688067288811e-05,0.000568194728450744
"N-acetylated glycoproteins","PB",107,"0.01 (0.02)",84,"-0.02 (0.03)",0.556320635262839,0.980354377125006,0.334823997194953
"N-acetylated glycoproteins","SP",135,"-0.06 (0.02)",133,"-0.04 (0.02)",0.569187815557408,0.296550052894724,0.49359467712939
"CH2C=C [NMR Small]","CG32",212,"-0.06 (0.02)",201,"-0.02 (0.03)",0.274524849051441,0.117898745491873,0.666413380342029
"CH2C=C [NMR Small]","CG48",217,"-0.06 (0.02)",200,"-0.06 (0.02)",0.402705051155837,0.181126535696841,0.422060822219324
"CH2C=C [NMR Small]","PB",107,"0.01 (0.03)",84,"-0.02 (0.04)",0.648986694041586,0.950606749325979,0.397615107677657
"CH2C=C [NMR Small]","SP",135,"-0.07 (0.03)",133,"-0.03 (0.03)",0.804876582722529,0.510231702770443,0.729356650049244
"Acetate","CG32",212,"0.01 (0.02)",201,"0.02 (0.02)",0.928479858982581,0.705348468484546,0.804139545581226
"Acetate","CG48",217,"0.02 (0.02)",200,"0.01 (0.01)",0.701141910647185,0.967629636508747,0.449988224706934
"Acetate","PB",107,"-0.03 (0.04)",84,"-0.09 (0.02)",0.000662423122810769,0.0174625593327066,0.00016490589487337
"Acetate","SP",135,"-0.05 (0.02)",133,"-0.07 (0.03)",0.174467727636571,0.344546887273156,0.0616861922773806
"L-Lysine [NMR Small]","CG32",212,"-0.04 (0.01)",201,"-0.03 (0.01)",0.0458849767932975,0.0138098220570013,0.140882970162455
"L-Lysine [NMR Small]","CG48",217,"-0.03 (0.01)",200,"-0.02 (0.01)",0.0337776361520928,0.0100904722922939,0.110468097446965
"L-Lysine [NMR Small]","PB",107,"-0.01 (0.02)",84,"-0.03 (0.02)",0.355062144422963,0.528057471212656,0.150474861057392
"L-Lysine [NMR Small]","SP",135,"-0.01 (0.01)",133,"-0.01 (0.02)",0.963956960468065,0.843828033031982,0.795531845544073
"CH2CH2CO","CG32",212,"-0.15 (0.03)",201,"-0.1 (0.04)",0.0619785354532274,0.0187252198475119,0.192172672753831
"CH2CH2CO","CG48",217,"-0.22 (0.04)",200,"-0.21 (0.04)",0.00719119959475927,0.00224145685133159,0.0339655371807905
"CH2CH2CO","PB",107,"0.02 (0.04)",84,"-0.04 (0.06)",0.585300081927084,0.960902861610233,0.350789371131003
"CH2CH2CO","SP",135,"-0.15 (0.04)",133,"-0.09 (0.05)",0.592534918405058,0.342582976392828,0.422816234607382
"L-Alanine [NMR Small]","CG32",212,"-0.08 (0.01)",201,"-0.04 (0.02)",0.000784237817851642,0.00015609663430833,0.0584018548455534
"L-Alanine [NMR Small]","CG48",217,"-0.08 (0.02)",200,"-0.07 (0.02)",0.000979343441827614,0.000460548314075345,0.00506262002708492
"L-Alanine [NMR Small]","PB",107,"0.01 (0.02)",84,"0.03 (0.03)",0.822377897426359,0.849137646819001,0.538811477085691
"L-Alanine [NMR Small]","SP",135,"-0.01 (0.02)",133,"0 (0.02)",0.934007510225817,0.714792496083673,0.894070869379183
"R-CH2 [NMR Small]","CG32",212,"-0.1 (0.03)",201,"-0.05 (0.04)",0.215550684645162,0.0844716763484497,0.567772594585591
"R-CH2 [NMR Small]","CG48",217,"-0.15 (0.03)",200,"-0.15 (0.04)",0.087110618400841,0.0354718274320337,0.106618529119536
"R-CH2 [NMR Small]","PB",107,"0.02 (0.04)",84,"-0.02 (0.06)",0.707927398279999,0.893889297047137,0.510173688950523
"R-CH2 [NMR Small]","SP",135,"-0.12 (0.04)",133,"-0.05 (0.05)",0.706835237034245,0.407833315132989,0.623386179449218
"3-Hydroxybutytrate","CG32",212,"-0.06 (0.02)",201,"-0.05 (0.02)",0.0725985209916204,0.0358356650683486,0.0687415839348492
"3-Hydroxybutytrate","CG48",217,"-0.09 (0.02)",200,"-0.08 (0.02)",0.00181776292684548,0.0020215878395314,0.00239613005443393
"3-Hydroxybutytrate","PB",107,"-0.06 (0.03)",84,"-0.07 (0.04)",0.0892751617557142,0.116498499472346,0.035744892757819
"3-Hydroxybutytrate","SP",135,"-0.08 (0.03)",133,"-0.05 (0.03)",0.182522333121699,0.0720293502508017,0.591722432529695
"L-Valine [NMR Small]","CG32",212,"-0.05 (0.01)",201,"-0.04 (0.01)",0.118374050685215,0.0430593457441212,0.177920273491196
"L-Valine [NMR Small]","CG48",217,"-0.07 (0.01)",200,"-0.08 (0.02)",0.000415676083176525,0.000414195150146118,0.00113333460248092
"L-Valine [NMR Small]","PB",107,"0 (0.02)",84,"-0.03 (0.02)",0.516998505377652,0.918322850983961,0.291206777005009
"L-Valine [NMR Small]","SP",135,"-0.04 (0.02)",133,"-0.01 (0.02)",0.755969642790828,0.479906555859365,0.891923270121774
"L-Isoleucine [NMR Small]","CG32",212,"-0.06 (0.01)",201,"-0.04 (0.02)",0.0613963950519027,0.0193740719656306,0.153005141547619
"L-Isoleucine [NMR Small]","CG48",217,"-0.09 (0.01)",200,"-0.1 (0.02)",0.000123253049318883,0.000214773893046596,0.000304517856754852
"L-Isoleucine [NMR Small]","PB",107,"0 (0.02)",84,"0 (0.02)",0.945423669048483,0.765849185568576,0.782151995295514
"L-Isoleucine [NMR Small]","SP",135,"-0.03 (0.02)",133,"-0.01 (0.02)",0.69952191413726,0.659731619051211,0.682265665794138
"L-Leucine [NMR Small]","CG32",212,"-0.07 (0.01)",201,"-0.04 (0.02)",0.0285133130591495,0.00790038586641064,0.133350119918632
"L-Leucine [NMR Small]","CG48",217,"-0.09 (0.01)",200,"-0.08 (0.02)",0.000731383437407654,0.000359262779406837,0.00403110486931613
"L-Leucine [NMR Small]","PB",107,"0.02 (0.02)",84,"-0.01 (0.02)",0.888233122648097,0.801798219593725,0.804238837829266
"L-Leucine [NMR Small]","SP",135,"-0.04 (0.02)",133,"-0.01 (0.02)",0.73909275463948,0.582959617716573,0.836107757454505
"R-CH3 [NMR Small]","CG32",212,"-0.02 (0.02)",201,"0.02 (0.03)",0.586001830425635,0.515544189222077,0.698524970895974
"R-CH3 [NMR Small]","CG48",217,"-0.03 (0.02)",200,"-0.03 (0.02)",0.814067364362165,0.522448092558149,0.788584769965798
"R-CH3 [NMR Small]","PB",107,"0.02 (0.03)",84,"0 (0.04)",0.830668854010956,0.790765614345638,0.721477944742239
"R-CH3 [NMR Small]","SP",135,"-0.07 (0.03)",133,"-0.02 (0.03)",0.716630042415,0.550825269984053,0.849959706369463
"Bile acids","CG32",212,"-0.06 (0.03)",201,"-0.03 (0.03)",0.332163306167107,0.140275199416565,0.386866574948007
"Bile acids","CG48",217,"-0.1 (0.03)",200,"-0.1 (0.03)",0.126317683777861,0.0560922056470148,0.123824204278841
"Bile acids","PB",107,"0.03 (0.04)",84,"0.02 (0.05)",0.938128335498093,0.739121102777383,0.964901366078206
"Bile acids","SP",135,"-0.09 (0.03)",133,"0 (0.04)",0.415350086451812,0.639194256537664,0.397763346467447
